Ticket_ID,Ticket_Date,Department,Issue_Type,Channel,Location,Priority,Status,Agent,Resolution_Hours,SLA_Hours,SLA_Breach,CSAT,Root_Cause,Business_Impact,Users_Affected,AI_Priority_Score,AI_Predicted_Priority,AI_Confidence
747,2026-03-16 00:00:00,HR,Hardware Failure,Email,Indore,Low,Escalated,Agent_07,2,48,0,5,Hardware,High,12,37.1,Medium,0.8
748,2025-07-23 00:00:00,Engineering,Network Connectivity,Email,Bhopal,Low,Resolved,Agent_11,4.1,48,0,4,Network Congestion,High,28,35.1,Medium,0.79
749,2025-08-22 00:00:00,Engineering,Application Error,Portal,Indore,Low,Resolved,Agent_08,9.8,48,0,4,Security Policy,High,8,36.1,Medium,0.79
750,2025-12-12 00:00:00,Cybersecurity,Email Issue,Email,Gurugram,Low,Closed,Agent_02,14.7,48,0,2,Network Congestion,High,9,45.4,Medium,0.65
751,2026-01-18 00:00:00,Operations,Security Alert,Email,Gurugram,Medium,Resolved,Agent_02,2.8,24,0,4,Access Control,High,13,70,High,0.83
752,2025-09-21 00:00:00,HR,Wi-Fi Issue,Teams,Delhi,Medium,Resolved,Agent_01,28.1,24,1,3,Software Bug,Medium,10,58.7,High,0.64
753,2025-11-22 00:00:00,Cybersecurity,VPN Access,Teams,Bengaluru,Medium,Escalated,Agent_01,1,24,0,5,Access Control,Low,5,43.5,Medium,0.72
754,2025-09-23 00:00:00,HR,Endpoint Performance,Teams,Pune,Medium,Closed,Agent_02,3.4,24,0,4,Configuration,Low,36,49.1,Medium,0.75
755,2025-09-16 00:00:00,Cybersecurity,Wi-Fi Issue,Portal,Delhi,Low,In Progress,Agent_02,2.3,48,0,4,Software Bug,Low,40,26.5,Low,0.92
756,2025-07-01 00:00:00,Sales,Hardware Failure,Teams,Indore,High,Resolved,Agent_02,7,8,0,4,Access Control,Low,36,70.6,High,0.82
757,2025-08-20 00:00:00,Network Operations,Email Issue,Portal,Mumbai,Medium,Resolved,Agent_15,15.8,24,0,4,Software Bug,Medium,8,45.2,Medium,0.63
758,2025-12-20 00:00:00,Engineering,VPN Access,Teams,Bhopal,Critical,Resolved,Agent_08,4,4,0,3,Hardware,Low,112,100,Critical,0.99
759,2026-01-21 00:00:00,Sales,Application Error,Portal,Bengaluru,High,Escalated,Agent_04,4.1,8,0,4,Access Control,Medium,18,73.2,High,0.87
760,2026-03-17 00:00:00,IT Support,Password Reset,Email,Pune,Low,Closed,Agent_07,16,48,0,3,Hardware,Medium,3,37.8,Medium,0.69
761,2026-04-14 00:00:00,HR,Security Alert,Phone,Gurugram,Medium,Escalated,Agent_15,2.2,24,0,4,Hardware,High,12,82.8,Critical,0.99
762,2025-08-03 00:00:00,HR,Cloud Access,Email,Bengaluru,High,Closed,Agent_08,2.7,8,0,4,Unknown,Low,40,71.3,High,0.84
763,2026-06-13 00:00:00,IT Support,Endpoint Performance,Teams,Mumbai,High,Resolved,Agent_10,7.7,8,0,3,Software Bug,Medium,53,80.8,Critical,0.99
764,2025-10-03 00:00:00,Cybersecurity,Cloud Access,Email,Bengaluru,Critical,Resolved,Agent_01,2.6,4,0,5,Security Policy,Medium,90,100,Critical,0.99
765,2025-09-10 00:00:00,Operations,Wi-Fi Issue,Teams,Delhi,High,Resolved,Agent_04,1,8,0,4,User Error,Medium,33,69,High,0.82
766,2025-08-08 00:00:00,IT Support,Wi-Fi Issue,Teams,Indore,Low,Resolved,Agent_11,20,48,0,4,User Error,Low,2,15.9,Low,0.99
767,2025-12-01 00:00:00,Engineering,Network Connectivity,Phone,Indore,High,In Progress,Agent_01,1,8,0,5,Unknown,High,29,74.5,High,0.91
768,2026-03-07 00:00:00,Cybersecurity,Hardware Failure,Teams,Indore,High,Resolved,Agent_12,5.7,8,0,4,Configuration,High,24,80.8,Critical,0.85
769,2025-12-09 00:00:00,Operations,VPN Access,Phone,Gurugram,Low,Closed,Agent_12,2,48,0,4,Software Bug,Medium,4,32.5,Low,0.95
770,2025-10-26 00:00:00,Sales,VPN Access,Email,Gurugram,Critical,Escalated,Agent_02,1.2,4,0,4,Security Policy,Medium,38,93,Critical,0.99
771,2026-03-16 00:00:00,Engineering,Security Alert,Email,Pune,Medium,Escalated,Agent_12,14.4,24,0,4,User Error,High,4,72.1,High,0.93
772,2026-05-02 00:00:00,HR,Wi-Fi Issue,Portal,Pune,Medium,Resolved,Agent_08,13.1,24,0,4,Software Bug,High,17,62.1,High,0.74
773,2026-03-25 00:00:00,Sales,Email Issue,Phone,Pune,Medium,Closed,Agent_01,10.1,24,0,5,User Error,Medium,13,51.3,Medium,0.74
774,2025-08-23 00:00:00,Sales,Security Alert,Teams,Bengaluru,High,Resolved,Agent_09,2.9,8,0,4,Network Congestion,Medium,38,100,Critical,0.99
775,2026-02-21 00:00:00,Sales,Hardware Failure,Email,Indore,High,Closed,Agent_07,3,8,0,4,Hardware,Low,12,61.2,High,0.84
776,2026-02-07 00:00:00,Network Operations,Endpoint Performance,Email,Indore,Medium,Escalated,Agent_08,18.4,24,0,4,Hardware,Low,12,46,Medium,0.83
777,2026-03-08 00:00:00,IT Support,Email Issue,Phone,Bengaluru,Critical,In Progress,Agent_06,1,4,0,5,Security Policy,Low,103,92.3,Critical,0.99
778,2026-05-09 00:00:00,IT Support,Hardware Failure,Phone,Indore,Low,Resolved,Agent_11,5.3,48,0,5,Access Control,High,2,37.1,Medium,0.73
779,2025-10-20 00:00:00,Sales,Application Error,Phone,Bengaluru,Medium,Escalated,Agent_14,25.2,24,1,4,Unknown,High,23,58.3,High,0.63
780,2026-03-12 00:00:00,Finance,Hardware Failure,Portal,Delhi,Medium,Resolved,Agent_08,17.1,24,0,3,Access Control,Low,16,40.1,Medium,0.73
781,2026-04-29 00:00:00,IT Support,Endpoint Performance,Portal,Pune,Medium,Resolved,Agent_15,7.6,24,0,4,Hardware,High,13,48.6,Medium,0.69
782,2026-01-23 00:00:00,Finance,Wi-Fi Issue,Portal,Indore,High,Escalated,Agent_03,6.1,8,0,4,Hardware,High,51,84.9,Critical,0.98
783,2026-02-14 00:00:00,Network Operations,Email Issue,Email,Pune,Medium,Closed,Agent_06,6.9,24,0,5,Hardware,Medium,15,50.1,Medium,0.71
784,2026-06-06 00:00:00,IT Support,Email Issue,Phone,Pune,Low,Closed,Agent_03,11.2,48,0,4,Network Congestion,High,15,39.9,Medium,0.72
785,2025-09-04 00:00:00,IT Support,VPN Access,Teams,Bengaluru,High,Closed,Agent_01,7.1,8,0,4,Access Control,Medium,21,69.6,High,0.78
786,2025-09-13 00:00:00,Engineering,Endpoint Performance,Phone,Delhi,Critical,In Progress,Agent_13,1,4,0,3,Unknown,High,55,100,Critical,0.99
787,2025-10-11 00:00:00,Network Operations,Security Alert,Teams,Bhopal,Medium,In Progress,Agent_05,13,24,0,5,Configuration,Low,17,54.7,Medium,0.7
788,2026-01-08 00:00:00,HR,Application Error,Teams,Pune,Low,Resolved,Agent_11,1,48,0,4,Software Bug,High,19,48,Medium,0.62
789,2026-03-09 00:00:00,HR,Cloud Access,Phone,Indore,Low,In Progress,Agent_11,3.8,48,0,4,User Error,Medium,3,35.4,Medium,0.82
790,2026-02-11 00:00:00,Operations,Wi-Fi Issue,Portal,Bengaluru,Medium,In Progress,Agent_01,5.1,24,0,4,Access Control,High,5,53.7,Medium,0.74
791,2026-04-20 00:00:00,Cybersecurity,Application Error,Teams,Pune,Medium,Resolved,Agent_06,3.2,24,0,4,Access Control,Medium,28,48.8,Medium,0.6
792,2026-05-02 00:00:00,Engineering,Endpoint Performance,Email,Indore,High,Closed,Agent_13,1.4,8,0,3,Unknown,High,26,90.5,Critical,0.99
793,2025-10-06 00:00:00,Cybersecurity,Endpoint Performance,Teams,Mumbai,High,Resolved,Agent_02,4.4,8,0,4,Hardware,High,63,84.4,Critical,0.84
794,2026-06-03 00:00:00,Finance,Email Issue,Teams,Delhi,Medium,Resolved,Agent_15,17.4,24,0,4,Security Policy,Low,28,44,Medium,0.78
795,2026-04-12 00:00:00,IT Support,VPN Access,Teams,Mumbai,Critical,Closed,Agent_08,8.7,4,1,3,Hardware,Low,113,95.2,Critical,0.99
796,2026-05-31 00:00:00,Cybersecurity,Email Issue,Teams,Pune,Medium,Resolved,Agent_14,15.4,24,0,4,Network Congestion,Medium,21,44.3,Medium,0.78
797,2026-06-12 00:00:00,Engineering,Hardware Failure,Portal,Bhopal,High,Resolved,Agent_11,7.2,8,0,5,Unknown,Medium,21,71.5,High,0.97
798,2026-05-04 00:00:00,Finance,VPN Access,Teams,Indore,High,Escalated,Agent_01,6.6,8,0,5,User Error,High,16,81.8,Critical,0.99
799,2026-03-06 00:00:00,Engineering,Endpoint Performance,Email,Gurugram,High,In Progress,Agent_07,1.3,8,0,4,Network Congestion,Medium,28,71,High,0.76
800,2025-12-13 00:00:00,Network Operations,Hardware Failure,Phone,Gurugram,High,Resolved,Agent_10,9.1,8,1,4,Configuration,Medium,12,68.6,High,0.84
801,2026-05-31 00:00:00,Sales,Password Reset,Teams,Mumbai,Low,Resolved,Agent_05,7.1,48,0,4,Access Control,Low,12,17.6,Low,0.99
802,2025-07-30 00:00:00,Sales,Application Error,Email,Pune,Medium,Escalated,Agent_09,5.7,24,0,5,Software Bug,Low,8,35.5,Medium,0.88
803,2026-03-04 00:00:00,Network Operations,Password Reset,Portal,Gurugram,Medium,Resolved,Agent_13,3.1,24,0,3,Network Congestion,High,30,58,High,0.68
804,2025-10-14 00:00:00,Sales,Endpoint Performance,Email,Gurugram,Medium,Resolved,Agent_03,5.7,24,0,5,Network Congestion,Low,18,39.8,Medium,0.79
805,2025-08-20 00:00:00,Engineering,Security Alert,Teams,Pune,Critical,Resolved,Agent_03,1.8,4,0,3,Software Bug,Low,58,97.8,Critical,0.99
806,2025-09-19 00:00:00,Network Operations,Email Issue,Teams,Bengaluru,High,Resolved,Agent_08,4.4,8,0,4,Access Control,Low,7,58.3,High,0.79
807,2025-11-10 00:00:00,Sales,Endpoint Performance,Portal,Delhi,Medium,In Progress,Agent_13,8.6,24,0,4,Access Control,High,4,60.9,High,0.75
808,2026-04-11 00:00:00,Finance,Password Reset,Email,Mumbai,High,Resolved,Agent_03,7.7,8,0,5,Software Bug,Low,40,68.4,High,0.77
809,2025-11-15 00:00:00,Cybersecurity,Endpoint Performance,Portal,Indore,Critical,Closed,Agent_02,1,4,0,3,Configuration,High,36,96.5,Critical,0.99
810,2025-12-31 00:00:00,Operations,Hardware Failure,Email,Indore,Low,Escalated,Agent_10,14.7,48,0,4,Configuration,High,4,42.2,Medium,0.69
811,2026-05-26 00:00:00,Network Operations,Hardware Failure,Phone,Bhopal,Low,Escalated,Agent_13,14.7,48,0,4,User Error,Low,5,19.8,Low,0.99
812,2026-03-30 00:00:00,HR,VPN Access,Portal,Indore,High,Resolved,Agent_14,10.8,8,1,4,Network Congestion,Low,12,67,High,0.81
813,2026-06-05 00:00:00,Sales,Cloud Access,Phone,Indore,High,Escalated,Agent_09,6.4,8,0,3,User Error,High,22,78.1,Critical,0.96
814,2025-09-07 00:00:00,IT Support,VPN Access,Portal,Mumbai,Medium,Resolved,Agent_15,10.4,24,0,5,Configuration,Low,7,39.3,Medium,0.66
815,2025-08-03 00:00:00,HR,VPN Access,Teams,Pune,High,Resolved,Agent_02,3.3,8,0,3,Hardware,Medium,67,67.3,High,0.77
816,2026-03-19 00:00:00,Operations,Security Alert,Teams,Indore,High,Closed,Agent_06,1,8,0,4,User Error,Low,31,74.8,High,0.99
817,2025-08-22 00:00:00,Network Operations,Hardware Failure,Portal,Bengaluru,High,Escalated,Agent_12,1.5,8,0,3,Configuration,Medium,31,75.7,Critical,0.9
818,2026-01-21 00:00:00,Sales,VPN Access,Teams,Bhopal,Medium,Closed,Agent_12,6.8,24,0,4,Network Congestion,High,1,61.5,High,0.89
819,2025-11-03 00:00:00,HR,Hardware Failure,Teams,Pune,Critical,Closed,Agent_15,2.5,4,0,4,Unknown,Low,34,83.8,Critical,0.93
820,2026-02-20 00:00:00,Cybersecurity,Security Alert,Email,Mumbai,High,Resolved,Agent_09,1.4,8,0,3,User Error,Medium,35,84.2,Critical,0.94
821,2025-08-12 00:00:00,Cybersecurity,VPN Access,Teams,Bengaluru,High,Resolved,Agent_02,15.3,8,1,3,Access Control,High,17,79.2,Critical,0.9
822,2026-02-25 00:00:00,Sales,Email Issue,Portal,Gurugram,High,Closed,Agent_14,5.9,8,0,3,Security Policy,Low,15,63.2,High,0.76
823,2025-10-19 00:00:00,Finance,Hardware Failure,Phone,Delhi,High,Escalated,Agent_08,11.1,8,1,3,Security Policy,Medium,25,70.1,High,0.85
824,2026-03-06 00:00:00,Finance,Hardware Failure,Portal,Delhi,Medium,Resolved,Agent_08,3.4,24,0,4,Unknown,Medium,10,55.7,High,0.84
825,2025-11-28 00:00:00,Cybersecurity,Email Issue,Email,Bhopal,High,Resolved,Agent_01,6.7,8,0,5,Hardware,Medium,32,72.3,High,0.95
826,2025-12-30 00:00:00,Sales,Application Error,Portal,Pune,Medium,Resolved,Agent_11,17.1,24,0,4,Unknown,Low,9,46.3,Medium,0.62
827,2026-06-01 00:00:00,HR,Hardware Failure,Phone,Mumbai,Medium,In Progress,Agent_09,3.3,24,0,4,Access Control,Medium,10,62.5,High,0.83
828,2025-10-03 00:00:00,IT Support,Wi-Fi Issue,Email,Bengaluru,High,Resolved,Agent_06,1.9,8,0,4,Security Policy,Medium,28,71.4,High,0.92
829,2025-07-08 00:00:00,Engineering,Hardware Failure,Email,Bhopal,Low,Escalated,Agent_15,29.8,48,0,3,Hardware,Medium,11,26.6,Low,0.91
830,2026-06-25 00:00:00,Operations,Hardware Failure,Portal,Pune,High,Closed,Agent_11,3.4,8,0,5,Unknown,Low,29,59.7,High,0.73
831,2025-12-31 00:00:00,Engineering,Wi-Fi Issue,Teams,Gurugram,High,In Progress,Agent_05,4.5,8,0,4,Unknown,Low,19,57.5,High,0.72
832,2026-04-07 00:00:00,Operations,Cloud Access,Phone,Delhi,Critical,Resolved,Agent_10,1,4,0,3,Configuration,Low,31,81.5,Critical,0.93
833,2026-01-11 00:00:00,Sales,Password Reset,Phone,Delhi,High,Resolved,Agent_07,7.3,8,0,5,User Error,High,22,83.3,Critical,0.97
834,2026-06-17 00:00:00,Sales,Application Error,Phone,Bengaluru,Medium,Escalated,Agent_04,1.5,24,0,5,Software Bug,Low,23,41.5,Medium,0.76
835,2026-01-11 00:00:00,Network Operations,Endpoint Performance,Email,Delhi,Medium,Resolved,Agent_01,4.7,24,0,4,Access Control,Low,12,43.7,Medium,0.72
836,2025-12-02 00:00:00,Engineering,Network Connectivity,Teams,Gurugram,High,Closed,Agent_12,11.3,8,1,2,Unknown,Medium,18,68,High,0.94
837,2025-10-01 00:00:00,IT Support,Cloud Access,Phone,Bengaluru,Medium,Resolved,Agent_02,17.7,24,0,4,Unknown,High,9,55.2,High,0.75
838,2025-12-07 00:00:00,HR,VPN Access,Phone,Bengaluru,High,Escalated,Agent_10,3.3,8,0,5,Network Congestion,Medium,14,72.2,High,0.95
839,2025-08-30 00:00:00,Operations,Security Alert,Portal,Bengaluru,High,Resolved,Agent_05,7.4,8,0,4,Network Congestion,High,16,88.6,Critical,0.99
840,2025-10-30 00:00:00,Finance,Network Connectivity,Teams,Delhi,Medium,Escalated,Agent_12,3.9,24,0,3,User Error,Low,10,44.4,Medium,0.63
841,2025-08-20 00:00:00,Sales,Cloud Access,Phone,Bhopal,Medium,In Progress,Agent_07,3.9,24,0,4,Software Bug,Medium,19,48.5,Medium,0.73
842,2026-04-03 00:00:00,Network Operations,Security Alert,Phone,Gurugram,High,Closed,Agent_06,9.2,8,1,3,Software Bug,High,30,93.5,Critical,0.99
843,2025-07-05 00:00:00,Operations,Application Error,Phone,Gurugram,Medium,Escalated,Agent_03,6,24,0,4,Configuration,High,33,59.9,High,0.76
844,2025-09-30 00:00:00,Cybersecurity,Wi-Fi Issue,Teams,Indore,Medium,Escalated,Agent_05,15.9,24,0,4,Security Policy,Medium,2,51.6,Medium,0.67
845,2025-12-17 00:00:00,IT Support,Cloud Access,Portal,Pune,Medium,Resolved,Agent_12,9.9,24,0,5,Network Congestion,Low,31,45.2,Medium,0.74
846,2026-05-13 00:00:00,Operations,Application Error,Phone,Delhi,High,Resolved,Agent_14,5.1,8,0,4,Security Policy,High,14,84.2,Critical,0.99
847,2025-07-22 00:00:00,Finance,Endpoint Performance,Portal,Pune,Medium,Resolved,Agent_04,2.4,24,0,5,User Error,Medium,4,36,Medium,0.76
848,2026-05-22 00:00:00,HR,Password Reset,Email,Indore,High,Resolved,Agent_09,3.6,8,0,3,Security Policy,Medium,24,72.2,High,0.91
849,2025-07-01 00:00:00,IT Support,Application Error,Portal,Indore,Medium,Resolved,Agent_13,4.8,24,0,3,Network Congestion,Medium,28,54.2,Medium,0.67
850,2025-11-10 00:00:00,Cybersecurity,Wi-Fi Issue,Email,Mumbai,Medium,Resolved,Agent_14,11.8,24,0,5,User Error,Low,10,36.8,Medium,0.72
851,2026-02-18 00:00:00,Finance,Security Alert,Email,Bengaluru,Critical,Escalated,Agent_07,3,4,0,4,Hardware,High,35,100,Critical,0.99
852,2025-07-12 00:00:00,Network Operations,Email Issue,Email,Gurugram,Medium,In Progress,Agent_05,2.6,24,0,4,Unknown,High,26,66.3,High,0.83
853,2026-06-11 00:00:00,HR,VPN Access,Email,Delhi,High,Resolved,Agent_07,11,8,1,3,Software Bug,High,41,87.9,Critical,0.99
854,2025-08-15 00:00:00,HR,Application Error,Portal,Bhopal,Low,Resolved,Agent_07,4.3,48,0,4,Network Congestion,Medium,3,26.1,Low,0.85
855,2025-08-03 00:00:00,IT Support,Cloud Access,Teams,Gurugram,Medium,Resolved,Agent_09,9.4,24,0,4,Security Policy,Medium,9,50,Medium,0.75
856,2025-09-16 00:00:00,HR,Hardware Failure,Phone,Delhi,High,Resolved,Agent_06,2.4,8,0,3,Network Congestion,Medium,32,69.3,High,0.78
857,2026-02-03 00:00:00,IT Support,Network Connectivity,Email,Mumbai,Critical,Escalated,Agent_09,1.3,4,0,4,Security Policy,Low,88,93.3,Critical,0.99
858,2026-04-27 00:00:00,Sales,Endpoint Performance,Email,Gurugram,High,Closed,Agent_15,13.5,8,1,4,Security Policy,Medium,27,66.8,High,0.89
859,2025-09-11 00:00:00,Finance,Endpoint Performance,Email,Delhi,High,Resolved,Agent_15,15,8,1,3,Unknown,Low,20,67.1,High,0.75
860,2026-04-08 00:00:00,Operations,Security Alert,Email,Pune,Critical,Closed,Agent_15,2.3,4,0,3,Access Control,Medium,83,100,Critical,0.99
861,2026-03-06 00:00:00,Network Operations,Application Error,Portal,Mumbai,Medium,Resolved,Agent_07,6.4,24,0,4,Access Control,Medium,4,49.7,Medium,0.55
862,2025-08-16 00:00:00,IT Support,Hardware Failure,Email,Mumbai,Medium,Escalated,Agent_13,14,24,0,3,Hardware,Medium,4,45.4,Medium,0.71
863,2025-10-29 00:00:00,Operations,Network Connectivity,Portal,Mumbai,Medium,In Progress,Agent_02,3,24,0,5,Hardware,Low,4,41.4,Medium,0.68
864,2026-01-30 00:00:00,Cybersecurity,Email Issue,Teams,Delhi,High,Closed,Agent_03,12.6,8,1,3,Network Congestion,Medium,39,75.9,Critical,0.88
865,2026-02-24 00:00:00,Sales,Password Reset,Phone,Indore,Low,Resolved,Agent_07,5.3,48,0,4,Security Policy,Low,11,27,Low,0.88
866,2025-08-25 00:00:00,HR,Cloud Access,Email,Bhopal,High,Escalated,Agent_04,4.5,8,0,4,User Error,High,38,84.8,Critical,0.97
867,2026-06-15 00:00:00,HR,Hardware Failure,Phone,Mumbai,High,Resolved,Agent_07,6,8,0,4,Network Congestion,Medium,32,81.6,Critical,0.94
868,2025-10-15 00:00:00,Network Operations,Password Reset,Phone,Indore,High,Resolved,Agent_09,1.9,8,0,4,Security Policy,Low,38,69.9,High,0.9
869,2026-05-15 00:00:00,Engineering,Hardware Failure,Email,Indore,High,Resolved,Agent_12,4.7,8,0,5,Unknown,Medium,30,66.7,High,0.75
870,2025-08-17 00:00:00,Cybersecurity,Application Error,Teams,Delhi,Medium,Resolved,Agent_12,19.8,24,0,5,Software Bug,Medium,9,43.5,Medium,0.72
871,2025-08-30 00:00:00,Cybersecurity,Application Error,Teams,Delhi,Low,Resolved,Agent_04,8,48,0,4,Unknown,Medium,16,30.8,Low,0.85
872,2026-06-02 00:00:00,Sales,Email Issue,Teams,Bhopal,Low,Resolved,Agent_12,3.8,48,0,5,Security Policy,Medium,12,22.8,Low,0.98
873,2025-07-26 00:00:00,Operations,Email Issue,Teams,Mumbai,Medium,Resolved,Agent_09,6.7,24,0,4,Configuration,Low,1,36.9,Medium,0.82
874,2026-04-18 00:00:00,Sales,Network Connectivity,Portal,Bengaluru,Critical,In Progress,Agent_12,1,4,0,5,Configuration,High,99,100,Critical,0.99
875,2026-03-14 00:00:00,Finance,Network Connectivity,Teams,Pune,Critical,Escalated,Agent_15,2.4,4,0,5,Configuration,Medium,64,97.3,Critical,0.99
876,2025-07-08 00:00:00,Cybersecurity,Cloud Access,Phone,Indore,Medium,Resolved,Agent_03,14,24,0,4,User Error,Medium,9,44.3,Medium,0.75
877,2025-10-21 00:00:00,Operations,Security Alert,Portal,Pune,Medium,Resolved,Agent_08,5.5,24,0,5,Network Congestion,Low,19,55.4,High,0.7
878,2026-06-20 00:00:00,Operations,Security Alert,Phone,Pune,High,Resolved,Agent_07,1.4,8,0,4,Hardware,High,26,99.6,Critical,0.99
879,2026-03-10 00:00:00,Engineering,Security Alert,Portal,Gurugram,Critical,Escalated,Agent_01,1.7,4,0,5,Software Bug,High,84,100,Critical,0.99
880,2025-12-27 00:00:00,IT Support,Password Reset,Portal,Indore,Low,Resolved,Agent_12,9.9,48,0,5,Unknown,Low,9,12.7,Low,0.99
881,2026-01-23 00:00:00,Network Operations,Application Error,Teams,Bhopal,Medium,Escalated,Agent_08,9.4,24,0,5,Unknown,High,21,62,High,0.77
882,2026-04-29 00:00:00,Network Operations,Hardware Failure,Portal,Bhopal,Medium,Resolved,Agent_03,5.3,24,0,4,Hardware,Medium,3,53.4,Medium,0.66
883,2025-11-04 00:00:00,Finance,Wi-Fi Issue,Portal,Gurugram,Critical,Resolved,Agent_03,4.8,4,1,3,Security Policy,High,102,100,Critical,0.99
884,2025-08-25 00:00:00,HR,VPN Access,Teams,Mumbai,Low,Resolved,Agent_05,17.2,48,0,5,User Error,Low,7,17,Low,0.99
885,2026-01-30 00:00:00,Sales,Application Error,Email,Delhi,Medium,Resolved,Agent_08,12.8,24,0,5,Unknown,Low,1,39,Medium,0.79
886,2025-07-14 00:00:00,Finance,Hardware Failure,Email,Pune,Critical,Escalated,Agent_06,1.6,4,0,5,Hardware,High,85,100,Critical,0.99
887,2025-07-28 00:00:00,IT Support,Email Issue,Phone,Pune,High,Escalated,Agent_10,7.2,8,0,4,Security Policy,Low,34,61.2,High,0.79
888,2025-09-16 00:00:00,Operations,VPN Access,Phone,Indore,Medium,Closed,Agent_01,5.4,24,0,5,Software Bug,Low,13,42.5,Medium,0.74
889,2026-02-01 00:00:00,Operations,Password Reset,Teams,Pune,Medium,Escalated,Agent_02,1.4,24,0,5,Network Congestion,Low,8,47.1,Medium,0.68
890,2026-06-30 00:00:00,Operations,Hardware Failure,Phone,Mumbai,Medium,Resolved,Agent_02,4.9,24,0,5,Access Control,High,4,59.7,High,0.72
891,2025-12-01 00:00:00,HR,Wi-Fi Issue,Teams,Bengaluru,High,Closed,Agent_10,10.1,8,1,2,Security Policy,Medium,30,66.2,High,0.82
892,2025-07-14 00:00:00,Operations,VPN Access,Phone,Gurugram,Medium,Escalated,Agent_02,2.9,24,0,5,Configuration,Medium,9,49.9,Medium,0.6
893,2026-01-03 00:00:00,Sales,Wi-Fi Issue,Teams,Mumbai,Medium,Escalated,Agent_03,6,24,0,4,Unknown,High,14,66.1,High,0.81
894,2026-05-08 00:00:00,Network Operations,Wi-Fi Issue,Phone,Bengaluru,Medium,Closed,Agent_03,2.6,24,0,4,Hardware,Medium,17,52.6,Medium,0.7
895,2025-07-07 00:00:00,HR,Endpoint Performance,Teams,Pune,Medium,In Progress,Agent_15,6.2,24,0,4,Configuration,Low,10,40.2,Medium,0.79
896,2025-07-03 00:00:00,Network Operations,Wi-Fi Issue,Teams,Bengaluru,Low,Escalated,Agent_10,11.9,48,0,5,Network Congestion,High,3,36.9,Medium,0.84
897,2025-10-19 00:00:00,Finance,Security Alert,Email,Delhi,High,Resolved,Agent_08,2.4,8,0,5,Hardware,High,41,98,Critical,0.99
898,2026-02-23 00:00:00,Operations,Password Reset,Email,Bhopal,Medium,Escalated,Agent_06,7.8,24,0,5,Unknown,Medium,39,52.7,Medium,0.76
899,2026-06-28 00:00:00,Finance,Hardware Failure,Phone,Delhi,High,Resolved,Agent_12,2.1,8,0,4,Network Congestion,Low,20,70.8,High,0.83
900,2026-02-24 00:00:00,Operations,VPN Access,Email,Bhopal,Medium,Resolved,Agent_11,9.1,24,0,3,Unknown,Low,10,47.2,Medium,0.67
901,2026-03-31 00:00:00,Operations,Hardware Failure,Teams,Pune,Medium,In Progress,Agent_12,5.3,24,0,5,Security Policy,Medium,32,54.6,Medium,0.67
902,2026-04-20 00:00:00,Network Operations,Endpoint Performance,Portal,Indore,Low,Resolved,Agent_12,17.7,48,0,4,Software Bug,Low,8,19.6,Low,0.92
903,2026-02-12 00:00:00,HR,Network Connectivity,Teams,Mumbai,Medium,Resolved,Agent_14,1.2,24,0,4,Software Bug,Medium,5,50.8,Medium,0.63
904,2025-07-15 00:00:00,Finance,VPN Access,Teams,Indore,High,Resolved,Agent_15,4.7,8,0,5,Hardware,Low,19,61.7,High,0.74
905,2026-01-08 00:00:00,Engineering,Hardware Failure,Teams,Bhopal,High,In Progress,Agent_05,3.2,8,0,5,Security Policy,Low,14,56,High,0.72
906,2025-10-27 00:00:00,Sales,Network Connectivity,Email,Bhopal,High,Escalated,Agent_14,8.5,8,1,4,Unknown,Medium,45,75.8,Critical,0.86
907,2025-07-28 00:00:00,Finance,Cloud Access,Email,Bengaluru,Medium,In Progress,Agent_12,8.2,24,0,4,Unknown,High,4,48,Medium,0.74
908,2026-01-18 00:00:00,IT Support,Email Issue,Email,Bengaluru,Medium,In Progress,Agent_05,5.6,24,0,5,Security Policy,Low,15,43,Medium,0.72
909,2025-08-08 00:00:00,Network Operations,Hardware Failure,Teams,Gurugram,High,Resolved,Agent_07,9.4,8,1,5,Configuration,Medium,36,68.4,High,0.84
910,2026-03-30 00:00:00,Finance,Password Reset,Portal,Bengaluru,Medium,Resolved,Agent_04,8.7,24,0,5,Access Control,High,18,58.2,High,0.63
911,2026-02-16 00:00:00,Engineering,Cloud Access,Portal,Pune,High,Closed,Agent_11,2.9,8,0,5,Access Control,Medium,41,68.8,High,0.91
912,2025-09-24 00:00:00,Cybersecurity,Hardware Failure,Portal,Pune,Medium,Resolved,Agent_08,11,24,0,4,Hardware,High,13,64.1,High,0.72
913,2025-11-03 00:00:00,HR,Password Reset,Portal,Gurugram,Medium,Closed,Agent_05,2.7,24,0,3,Software Bug,Medium,9,55,High,0.65
914,2026-04-26 00:00:00,IT Support,Email Issue,Email,Pune,High,Resolved,Agent_03,11.8,8,1,3,Configuration,High,22,75.7,Critical,0.94
915,2025-07-25 00:00:00,Sales,VPN Access,Teams,Bhopal,High,Resolved,Agent_08,7.5,8,0,4,Network Congestion,High,15,85.5,Critical,0.99
916,2025-11-22 00:00:00,Sales,Security Alert,Email,Delhi,Critical,Resolved,Agent_10,1,4,0,4,User Error,Low,88,100,Critical,0.99
917,2025-07-13 00:00:00,Engineering,Network Connectivity,Teams,Delhi,High,Resolved,Agent_13,1,8,0,4,User Error,High,49,90,Critical,0.99
